shape1,shape2,region,hemisphere
0.8410134990646776,0.6637350765098966,kenyon,L
0.7516260194677302,0.5484382547444584,kenyon,R
2.376964677779203,1.0993220844022762,in/out,L
2.9931727342313774,1.111639949864675,in/out,R
0.7005828491351075,1.3185195592941423,projection,L
0.6833145835070916,1.3485560969501538,projection,R
